name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
Lobelia hirtella	|	3892855	|	synonym	|	Lobelia hirtella (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia goodenioides	|	3892855	|	synonym	|	Lobelia goodenioides (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia spicata var. leptostachys	|	3892855	|	synonym	|	Lobelia spicata var. leptostachys (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia spicata var. campanulata	|	3892855	|	synonym	|	Lobelia spicata var. campanulata (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia spicata var. originalis	|	3892855	|	synonym	|	Lobelia spicata var. originalis (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia spicata var. scaposa	|	3892855	|	synonym	|	Lobelia spicata var. scaposa (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia claytoniana	|	3892855	|	synonym	|	Lobelia claytoniana (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia pallida var. claytoniana	|	3892855	|	synonym	|	Lobelia pallida var. claytoniana (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia spicata var. parviflora	|	3892855	|	synonym	|	Lobelia spicata var. parviflora (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia spicata var. spicata	|	3892855	|	synonym	|	Lobelia spicata var. spicata (synonym for Lobelia spicata)	|	gbif:5408750	|	
Petromarula hirtella	|	3892855	|	synonym	|	Petromarula hirtella (synonym for Lobelia spicata)	|	gbif:5408750	|	
Dortmanna spicata	|	3892855	|	synonym	|	Dortmanna spicata (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia paniculata	|	3892855	|	synonym	|	Lobelia paniculata (synonym for Lobelia spicata)	|	gbif:5408750	|	
Rapuntium claytonianum	|	3892855	|	synonym	|	Rapuntium claytonianum (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia nivea	|	3892855	|	synonym	|	Lobelia nivea (synonym for Lobelia spicata)	|	gbif:5408750	|	
Dortmanna leptostachys	|	3892855	|	synonym	|	Dortmanna leptostachys (synonym for Lobelia spicata)	|	gbif:5408750	|	
Lobelia mucronata	|	149491	|	synonym	|	Lobelia mucronata (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa feuillei var. macrophylla	|	149491	|	synonym	|	Tupa feuillei var. macrophylla (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia tupa var. bicalcarata	|	149491	|	synonym	|	Lobelia tupa var. bicalcarata (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia feuillei	|	149491	|	synonym	|	Lobelia feuillei (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa feuillei	|	149491	|	synonym	|	Tupa feuillei (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa feuillei var. mucronata	|	149491	|	synonym	|	Tupa feuillei var. mucronata (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa berteroi	|	149491	|	synonym	|	Tupa berteroi (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia mucronata f. hookeri	|	149491	|	synonym	|	Lobelia mucronata f. hookeri (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia bicalcarata	|	149491	|	synonym	|	Lobelia bicalcarata (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia tupa var. berteroi	|	149491	|	synonym	|	Lobelia tupa var. berteroi (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia tupa var. mucronata	|	149491	|	synonym	|	Lobelia tupa var. mucronata (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa cavanillesiana	|	149491	|	synonym	|	Tupa cavanillesiana (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia serrata	|	149491	|	synonym	|	Lobelia serrata (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa feuillei var. berteroi	|	149491	|	synonym	|	Tupa feuillei var. berteroi (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa mucronata	|	149491	|	synonym	|	Tupa mucronata (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia mucronata var. berteroi	|	149491	|	synonym	|	Lobelia mucronata var. berteroi (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa mucronata var. hookeri	|	149491	|	synonym	|	Tupa mucronata var. hookeri (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia tupa var. montana	|	149491	|	synonym	|	Lobelia tupa var. montana (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia mucronata f. ovalifolia	|	149491	|	synonym	|	Lobelia mucronata f. ovalifolia (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa feuillei var. berterii	|	149491	|	synonym	|	Tupa feuillei var. berterii (synonym for Lobelia tupa)	|	gbif:5408516	|	
Dortmanna bicalcarata	|	149491	|	synonym	|	Dortmanna bicalcarata (synonym for Lobelia tupa)	|	gbif:5408516	|	
Lobelia tupa var. pavonii	|	149491	|	synonym	|	Lobelia tupa var. pavonii (synonym for Lobelia tupa)	|	gbif:5408516	|	
Rapuntium tupa	|	149491	|	synonym	|	Rapuntium tupa (synonym for Lobelia tupa)	|	gbif:5408516	|	
Dortmanna philippiana	|	149491	|	synonym	|	Dortmanna philippiana (synonym for Lobelia tupa)	|	gbif:5408516	|	
Rapuntium mucronatum	|	149491	|	synonym	|	Rapuntium mucronatum (synonym for Lobelia tupa)	|	gbif:5408516	|	
Dortmanna mucronata	|	149491	|	synonym	|	Dortmanna mucronata (synonym for Lobelia tupa)	|	gbif:5408516	|	
Dortmanna berteroi	|	149491	|	synonym	|	Dortmanna berteroi (synonym for Lobelia tupa)	|	gbif:5408516	|	
Dortmanna tupa	|	149491	|	synonym	|	Dortmanna tupa (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa montana	|	149491	|	synonym	|	Tupa montana (synonym for Lobelia tupa)	|	gbif:5408516	|	
Tupa polyphylla var. angustifolia	|	257719	|	homotypic synonym	|	Tupa polyphylla var. angustifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa popyphylla var. besseriana	|	257719	|	synonym	|	Tupa popyphylla var. besseriana (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Dortmanna purpurea	|	257719	|	synonym	|	Dortmanna purpurea (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Rapuntium subdentatum	|	257719	|	synonym	|	Rapuntium subdentatum (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa polyphylla var. besseriana	|	257719	|	synonym	|	Tupa polyphylla var. besseriana (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa hyssopifolia	|	257719	|	synonym	|	Tupa hyssopifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa polyphylla var. latifolia	|	257719	|	synonym	|	Tupa polyphylla var. latifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia hyssopifolia	|	257719	|	synonym	|	Lobelia hyssopifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa axilliflora	|	257719	|	synonym	|	Tupa axilliflora (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa bracteosa	|	257719	|	synonym	|	Tupa bracteosa (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia polyphylla f. linearifolia	|	257719	|	synonym	|	Lobelia polyphylla f. linearifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa subdentata	|	257719	|	synonym	|	Tupa subdentata (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia polyphylla var. bracteosa	|	257719	|	synonym	|	Lobelia polyphylla var. bracteosa (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia polyphylla var. latifolia	|	257719	|	synonym	|	Lobelia polyphylla var. latifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia polyphylla var. besseriana	|	257719	|	synonym	|	Lobelia polyphylla var. besseriana (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa serrata	|	257719	|	synonym	|	Tupa serrata (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia axilliflora	|	257719	|	synonym	|	Lobelia axilliflora (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa poeppigiana	|	257719	|	synonym	|	Tupa poeppigiana (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa linearifolia	|	257719	|	synonym	|	Tupa linearifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia ovata	|	257719	|	synonym	|	Lobelia ovata (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa besseriana	|	257719	|	synonym	|	Tupa besseriana (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa purpurea	|	257719	|	synonym	|	Tupa purpurea (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia polyphylla f. subdentata	|	257719	|	synonym	|	Lobelia polyphylla f. subdentata (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa polyphylla var. coquimbana	|	257719	|	synonym	|	Tupa polyphylla var. coquimbana (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia polyphylla var. angustifolia	|	257719	|	synonym	|	Lobelia polyphylla var. angustifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa gayana	|	257719	|	synonym	|	Tupa gayana (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia polyphylla var. coquimbana	|	257719	|	synonym	|	Lobelia polyphylla var. coquimbana (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa polyphylla	|	257719	|	synonym	|	Tupa polyphylla (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa atropurpurea	|	257719	|	synonym	|	Tupa atropurpurea (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Rapuntium hyssopifolium	|	257719	|	synonym	|	Rapuntium hyssopifolium (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa polyphylla var. bracteosa	|	257719	|	synonym	|	Tupa polyphylla var. bracteosa (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia polyphylla f. hyssopifolia	|	257719	|	synonym	|	Lobelia polyphylla f. hyssopifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Rapuntium besserianum	|	257719	|	synonym	|	Rapuntium besserianum (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Dortmanna bracteosa	|	257719	|	synonym	|	Dortmanna bracteosa (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Rapuntium purpureum	|	257719	|	synonym	|	Rapuntium purpureum (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia purpurea	|	257719	|	synonym	|	Lobelia purpurea (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Dortmanna subdentata	|	257719	|	synonym	|	Dortmanna subdentata (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Rapuntium polyphyllum	|	257719	|	synonym	|	Rapuntium polyphyllum (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Tupa ovata	|	257719	|	synonym	|	Tupa ovata (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Rapuntium poeppigianum	|	257719	|	synonym	|	Rapuntium poeppigianum (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Dortmanna hyssopifolia	|	257719	|	synonym	|	Dortmanna hyssopifolia (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Dortmanna besseriana	|	257719	|	synonym	|	Dortmanna besseriana (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Dortmanna polyphylla	|	257719	|	synonym	|	Dortmanna polyphylla (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia polyphylla f. bracteosa	|	257719	|	synonym	|	Lobelia polyphylla f. bracteosa (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Rapuntium bracteosum	|	257719	|	synonym	|	Rapuntium bracteosum (synonym for Lobelia polyphylla)	|	gbif:5408146	|	
Lobelia nicotianaefolia	|	665774	|	synonym	|	Lobelia nicotianaefolia (synonym for Lobelia nicotianifolia)	|	ncbi:76579	|	
Rapuntium nicotianifolium	|	665774	|	synonym	|	Rapuntium nicotianifolium (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Dortmanna pyramidalis	|	665774	|	synonym	|	Dortmanna pyramidalis (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Rapuntium roseum	|	665774	|	synonym	|	Rapuntium roseum (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia stimulens	|	665774	|	homotypic synonym	|	Lobelia stimulens (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Dortmanna mishmica	|	665774	|	synonym	|	Dortmanna mishmica (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia beddomeana	|	665774	|	synonym	|	Lobelia beddomeana (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia colorata subsp. guizhouensis	|	665774	|	synonym	|	Lobelia colorata subsp. guizhouensis (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia palustris	|	665774	|	synonym	|	Lobelia palustris (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia colorata var. dsolinhoensis	|	665774	|	synonym	|	Lobelia colorata var. dsolinhoensis (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia leucanthera	|	665774	|	synonym	|	Lobelia leucanthera (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia colorata var. baculus	|	665774	|	synonym	|	Lobelia colorata var. baculus (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia rosea	|	665774	|	synonym	|	Lobelia rosea (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia doniana	|	665774	|	synonym	|	Lobelia doniana (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia seguinii var. doniana	|	665774	|	synonym	|	Lobelia seguinii var. doniana (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia pyramidalis	|	665774	|	synonym	|	Lobelia pyramidalis (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia wallichiana	|	665774	|	synonym	|	Lobelia wallichiana (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia seguinii var. arakana	|	665774	|	synonym	|	Lobelia seguinii var. arakana (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia pyramidalis var. wallichiana	|	665774	|	synonym	|	Lobelia pyramidalis var. wallichiana (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia mishmica	|	665774	|	synonym	|	Lobelia mishmica (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia courtallensis	|	665774	|	synonym	|	Lobelia courtallensis (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia nicotianifolia var. brevipedicellata	|	665774	|	synonym	|	Lobelia nicotianifolia var. brevipedicellata (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia nicotianifolia var. bibarbata	|	665774	|	synonym	|	Lobelia nicotianifolia var. bibarbata (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia trichandra	|	665774	|	synonym	|	Lobelia trichandra (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia colorata	|	665774	|	synonym	|	Lobelia colorata (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Rapuntium coloratum	|	665774	|	proparte synonym	|	Rapuntium coloratum (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Dortmanna nicotianifolia	|	665774	|	synonym	|	Dortmanna nicotianifolia (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Dortmanna rosea	|	665774	|	synonym	|	Dortmanna rosea (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Dortmanna colorata	|	665774	|	synonym	|	Dortmanna colorata (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia nicotianifolia var. trichandra	|	665774	|	synonym	|	Lobelia nicotianifolia var. trichandra (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Rapuntium wallichianum	|	665774	|	synonym	|	Rapuntium wallichianum (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Rapuntium pyramidale	|	665774	|	synonym	|	Rapuntium pyramidale (synonym for Lobelia nicotianifolia)	|	gbif:7373525	|	
Lobelia praetervisa	|	104521	|	synonym	|	Lobelia praetervisa (synonym for Lobelia rotundifolia)	|	gbif:5408396	|	
Lobelia rotundifolia var. angustifolia	|	104521	|	synonym	|	Lobelia rotundifolia var. angustifolia (synonym for Lobelia rotundifolia)	|	gbif:5408396	|	
Tupa domingensis	|	104521	|	synonym	|	Tupa domingensis (synonym for Lobelia rotundifolia)	|	gbif:5408396	|	
Dortmanna rotundifolia	|	104521	|	synonym	|	Dortmanna rotundifolia (synonym for Lobelia rotundifolia)	|	gbif:5408396	|	
Lobelia coelestis	|	609321	|	homotypic synonym	|	Lobelia coelestis (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Dortmanna siphilitica	|	609321	|	synonym	|	Dortmanna siphilitica (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica var. rosea	|	609321	|	synonym	|	Lobelia siphilitica var. rosea (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica var. alba	|	609321	|	synonym	|	Lobelia siphilitica var. alba (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica var. maculata	|	609321	|	synonym	|	Lobelia siphilitica var. maculata (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica var. densiflora	|	609321	|	synonym	|	Lobelia siphilitica var. densiflora (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica var. candida	|	609321	|	synonym	|	Lobelia siphilitica var. candida (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica f. purpurea	|	609321	|	heterotypic synonym	|	Lobelia siphilitica f. purpurea (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia reflexa	|	609321	|	synonym	|	Lobelia reflexa (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica f. ludoviciana	|	609321	|	synonym	|	Lobelia siphilitica f. ludoviciana (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia belgica	|	609321	|	synonym	|	Lobelia belgica (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica var. bollii	|	609321	|	synonym	|	Lobelia siphilitica var. bollii (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia densiflora	|	609321	|	synonym	|	Lobelia densiflora (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica f. albiflora	|	609321	|	synonym	|	Lobelia siphilitica f. albiflora (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica var. minor	|	609321	|	synonym	|	Lobelia siphilitica var. minor (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia bollii	|	609321	|	synonym	|	Lobelia bollii (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia antisyphilitica	|	609321	|	synonym	|	Lobelia antisyphilitica (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica var. grandis	|	609321	|	synonym	|	Lobelia siphilitica var. grandis (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica f. laevicalyx	|	609321	|	synonym	|	Lobelia siphilitica f. laevicalyx (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica f. alba	|	609321	|	synonym	|	Lobelia siphilitica f. alba (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia siphilitica var. ludoviciana	|	609321	|	synonym	|	Lobelia siphilitica var. ludoviciana (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Rapuntium siphiliticum	|	609321	|	synonym	|	Rapuntium siphiliticum (synonym for Lobelia siphilitica)	|	gbif:5409120	|	
Lobelia warszewiczii	|	1094441	|	synonym	|	Lobelia warszewiczii (synonym for Lobelia irasuensis)	|	gbif:5408581	|	
Laurentia irasuensis	|	1094441	|	synonym	|	Laurentia irasuensis (synonym for Lobelia irasuensis)	|	gbif:5408581	|	
Diastatea irasuensis	|	1094441	|	synonym	|	Diastatea irasuensis (synonym for Lobelia irasuensis)	|	gbif:5408581	|	
Dortmanna warszewiczii	|	1094441	|	synonym	|	Dortmanna warszewiczii (synonym for Lobelia irasuensis)	|	gbif:5408581	|	
Dortmanna roughii	|	894912	|	synonym	|	Dortmanna roughii (synonym for Lobelia roughii)	|	gbif:5408435	|	
Lobelia roughii var. alces	|	894912	|	synonym	|	Lobelia roughii var. alces (synonym for Lobelia roughii)	|	gbif:5408435	|	
Lobelia capillifolia var. velutina	|	3892879	|	synonym	|	Lobelia capillifolia var. velutina (synonym for Lobelia capillifolia)	|	gbif:5408503	|	
Dortmanna capillifolia	|	3892879	|	synonym	|	Dortmanna capillifolia (synonym for Lobelia capillifolia)	|	gbif:5408503	|	
Rapuntium capillifolium	|	3892879	|	synonym	|	Rapuntium capillifolium (synonym for Lobelia capillifolia)	|	gbif:5408503	|	
Dortmanna cymbalaria	|	958544	|	synonym	|	Dortmanna cymbalaria (synonym for Lobelia nana)	|	gbif:5408536	|	
Lobelia bellis	|	958544	|	synonym	|	Lobelia bellis (synonym for Lobelia nana)	|	gbif:5408536	|	
Lobelia nana var. cymbalarioides	|	958544	|	synonym	|	Lobelia nana var. cymbalarioides (synonym for Lobelia nana)	|	gbif:5408536	|	
Lobelia nana var. flagelliformis	|	958544	|	synonym	|	Lobelia nana var. flagelliformis (synonym for Lobelia nana)	|	gbif:5408536	|	
Dortmanna nana	|	958544	|	synonym	|	Dortmanna nana (synonym for Lobelia nana)	|	gbif:5408536	|	
Dortmanna nana var. flagelliformis	|	958544	|	synonym	|	Dortmanna nana var. flagelliformis (synonym for Lobelia nana)	|	gbif:5408536	|	
Lobelia cymbalaria	|	958544	|	synonym	|	Lobelia cymbalaria (synonym for Lobelia nana)	|	gbif:5408536	|	
Pratia boliviensis	|	958544	|	synonym	|	Pratia boliviensis (synonym for Lobelia nana)	|	gbif:5408536	|	
Lobelia cymbalarioides	|	958544	|	synonym	|	Lobelia cymbalarioides (synonym for Lobelia nana)	|	gbif:5408536	|	
Rapuntium nanum	|	958544	|	synonym	|	Rapuntium nanum (synonym for Lobelia nana)	|	gbif:5408536	|	
Lobelia sp. EBK-2007d	|	888137	|	includes	|	Lobelia sp. EBK-2007d (synonym for Lobelia ionantha)	|	ncbi:471953	|	
Isotoma rivalis	|	888137	|	synonym	|	Isotoma rivalis (synonym for Lobelia ionantha)	|	gbif:5412368	|	
Hypsela rivalis	|	888137	|	synonym	|	Hypsela rivalis (synonym for Lobelia ionantha)	|	gbif:5412368	|	
Calcaratolobelia mcvaughii	|	958540	|	synonym	|	Calcaratolobelia mcvaughii (synonym for Lobelia mcvaughii)	|	gbif:5408394	|	
