name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
Hieracium atratum subsp. eurotirolense	|	9003369	|	proparte synonym	|	Hieracium atratum subsp. eurotirolense (synonym for Hieracium atratum aggr)	|	gbif:8591717	|	
Hieracium laevigatum subsp. jutlandicum	|	3898229	|	homotypic synonym	|	Hieracium laevigatum subsp. jutlandicum (synonym for Hieracium jutlandicum)	|	gbif:7786763	|	
Hieracium ventenatii	|	3897097	|	proparte synonym	|	Hieracium ventenatii (synonym for Hieracium lanseanum)	|	gbif:8529314	|	
Hieracium lansicum subsp. ventenatii	|	3897097	|	proparte synonym	|	Hieracium lansicum subsp. ventenatii (synonym for Hieracium lanseanum)	|	gbif:8529314	|	
Hieracium lansicum aggr	|	3897097	|	proparte synonym	|	Hieracium lansicum aggr (synonym for Hieracium lanseanum)	|	gbif:8529314	|	
Hieracium acronesaeum Üksip	|	9003253	|	spelling variant	|	Hieracium acronesaeum Üksip (synonym for Hieracium acronesaeum Uksip)	|	gbif:4237619	|	
Hieracium farinulentiforme aggr	|	3897546	|	proparte synonym	|	Hieracium farinulentiforme aggr (synonym for Hieracium mattiroloanum)	|	gbif:8669978	|	
Hieracium accumulatum	|	9003577	|	heterotypic synonym	|	Hieracium accumulatum (synonym for Hieracium cyrtocladum)	|	gbif:4225637	|	
Hieracium pogonolepis	|	9003577	|	heterotypic synonym	|	Hieracium pogonolepis (synonym for Hieracium cyrtocladum)	|	gbif:4225637	|	
Hieracium ischnolepis	|	9003577	|	heterotypic synonym	|	Hieracium ischnolepis (synonym for Hieracium cyrtocladum)	|	gbif:4225637	|	
Hieracium dasycodon	|	9003577	|	heterotypic synonym	|	Hieracium dasycodon (synonym for Hieracium cyrtocladum)	|	gbif:4225637	|	
Hieracium anthracocephalum	|	9003577	|	heterotypic synonym	|	Hieracium anthracocephalum (synonym for Hieracium cyrtocladum)	|	gbif:4225637	|	
Hieracium pseudotommasinii aggr	|	3897046	|	proparte synonym	|	Hieracium pseudotommasinii aggr (synonym for Hieracium cernagorae)	|	gbif:8521754	|	
Hieracium pseudobifidum subsp. ravnae-planinae	|	5144276	|	proparte synonym	|	Hieracium pseudobifidum subsp. ravnae-planinae (synonym for Hieracium pseudobifidum)	|	gbif:8517456	|	
Hieracium vogesiacum subsp. doronicoides	|	9003861	|	proparte synonym	|	Hieracium vogesiacum subsp. doronicoides (synonym for Hieracium juranum)	|	gbif:8634685	|	
Hieracium mougeotii var. doronicoides	|	9003861	|	proparte synonym	|	Hieracium mougeotii var. doronicoides (synonym for Hieracium juranum)	|	gbif:8634685	|	
Hieracium juranum f. valderium	|	9003723	|	proparte synonym	|	Hieracium juranum f. valderium (synonym for Hieracium froelichianum)	|	gbif:8528845	|	
Hieracium integrifolium subsp. subvulsum	|	9003723	|	proparte synonym	|	Hieracium integrifolium subsp. subvulsum (synonym for Hieracium froelichianum)	|	gbif:8528845	|	
Hieracium integrifolium subsp. exilentum	|	9003723	|	proparte synonym	|	Hieracium integrifolium subsp. exilentum (synonym for Hieracium froelichianum)	|	gbif:8528845	|	
Hieracium juranum subsp. exilentum	|	9003723	|	proparte synonym	|	Hieracium juranum subsp. exilentum (synonym for Hieracium froelichianum)	|	gbif:8528845	|	
Hieracium juranum subsp. sparsipilum	|	9003723	|	proparte synonym	|	Hieracium juranum subsp. sparsipilum (synonym for Hieracium froelichianum)	|	gbif:8528845	|	
Hieracium juranum var. wimmerioides	|	9003723	|	proparte synonym	|	Hieracium juranum var. wimmerioides (synonym for Hieracium froelichianum)	|	gbif:8528845	|	
Hieracium praecox subsp. subortum	|	3897051	|	proparte synonym	|	Hieracium praecox subsp. subortum (synonym for Hieracium saxifragum)	|	gbif:8459227	|	
Hieracium corconticum aggr	|	9003365	|	synonym	|	Hieracium corconticum aggr (synonym for Hieracium asperulum aggr)	|	gbif:8454386	|	
Hieracium symphytaceum aggr	|	3897713	|	proparte synonym	|	Hieracium symphytaceum aggr (synonym for Hieracium taurinense)	|	gbif:8511741	|	
Hieracium symphytaceum subsp. polyadenum	|	3897713	|	proparte synonym	|	Hieracium symphytaceum subsp. polyadenum (synonym for Hieracium taurinense)	|	gbif:8511741	|	
Hieracium dasytrichum var. subpiliferum	|	3898025	|	proparte synonym	|	Hieracium dasytrichum var. subpiliferum (synonym for Hieracium dasytrichum)	|	gbif:8559676	|	
Hieracium protractum subsp. humidorum	|	9004619	|	proparte synonym	|	Hieracium protractum subsp. humidorum (synonym for Hieracium truncatum)	|	gbif:8667458	|	
Hieracium dovrense var. chrysostylum	|	9004619	|	proparte synonym	|	Hieracium dovrense var. chrysostylum (synonym for Hieracium truncatum)	|	gbif:8667458	|	
Hieracium pachycephalum	|	9004619	|	proparte synonym	|	Hieracium pachycephalum (synonym for Hieracium truncatum)	|	gbif:8667458	|	
Hieracium alpinum var. crispum	|	9003555	|	heterotypic synonym	|	Hieracium alpinum var. crispum (synonym for Hieracium crispum)	|	gbif:7866957	|	
Hieracium porrectidens	|	9003809	|	heterotypic synonym	|	Hieracium porrectidens (synonym for Hieracium hypomallum)	|	gbif:4215999	|	
Hieracium bifidum subsp. crebridens	|	3898139	|	homotypic synonym	|	Hieracium bifidum subsp. crebridens (synonym for Hieracium crebridens)	|	gbif:7392491	|	
Hieracium kolthoffianum	|	9004401	|	heterotypic synonym	|	Hieracium kolthoffianum (synonym for Hieracium scotostylum)	|	gbif:4244745	|	
Hieracium adusticeps subsp. subadusticeps	|	9004007	|	proparte synonym	|	Hieracium adusticeps subsp. subadusticeps (synonym for Hieracium melanops)	|	gbif:8601697	|	
Hieracium adusticeps subsp. pseudopraeustum	|	9004007	|	proparte synonym	|	Hieracium adusticeps subsp. pseudopraeustum (synonym for Hieracium melanops)	|	gbif:8601697	|	
Hieracium wettsteinianum var. atroviolascentiforme	|	3898119	|	proparte synonym	|	Hieracium wettsteinianum var. atroviolascentiforme (synonym for Hieracium wettsteinianum)	|	gbif:8629582	|	
Hieracium subsericeum aggr	|	3897735	|	proparte synonym	|	Hieracium subsericeum aggr (synonym for Hieracium cryptanthum)	|	gbif:8700298	|	
Hieracium aestivum subsp. angustiforme	|	9003330	|	proparte synonym	|	Hieracium aestivum subsp. angustiforme (synonym for Hieracium angustiforme)	|	gbif:8364920	|	
Hieracium gaeutaënse Folin	|	9003733	|	spelling variant	|	Hieracium gaeutaënse Folin (synonym for Hieracium gaeutaense Folin)	|	gbif:4219908	|	
Hieracium epimedium aggr	|	9003724	|	synonym	|	Hieracium epimedium aggr (synonym for Hieracium froelichianum aggr)	|	gbif:8537891	|	
Lapsana minima	|	1016028	|	homotypic synonym	|	Lapsana minima (synonym for Arnoseris minima)	|	gbif:8292065	|	
Lapsana gracilis	|	1016028	|	homotypic synonym	|	Lapsana gracilis (synonym for Arnoseris minima)	|	gbif:8292065	|	
Hyoseris sprengelii	|	1016028	|	synonym	|	Hyoseris sprengelii (synonym for Arnoseris minima)	|	gbif:8292065	|	
Lapsana pusilla	|	1016028	|	homotypic synonym	|	Lapsana pusilla (synonym for Arnoseris minima)	|	gbif:8292065	|	
Hyoseris exigua	|	1016028	|	homotypic synonym	|	Hyoseris exigua (synonym for Arnoseris minima)	|	gbif:8292065	|	
Arnoseris clavata	|	1016028	|	homotypic synonym	|	Arnoseris clavata (synonym for Arnoseris minima)	|	gbif:8292065	|	
Hyoseris minima	|	1016028	|	homotypic synonym	|	Hyoseris minima (synonym for Arnoseris minima)	|	gbif:8292065	|	
Arnoseris pusilla	|	1016028	|	homotypic synonym	|	Arnoseris pusilla (synonym for Arnoseris minima)	|	gbif:8292065	|	
Cichorium arnoseris	|	1016028	|	homotypic synonym	|	Cichorium arnoseris (synonym for Arnoseris minima)	|	gbif:8292065	|	
cicorium endivia	|	485946	|	misspelling	|	cicorium endivia (synonym for Cichorium endivia)	|	ncbi:114280	|	
Cichorium intybus x Cichorium endivia subsp. endivia	|	5144293	|	synonym	|	Cichorium intybus x Cichorium endivia subsp. endivia (synonym for Cichorium intybus x Cichorium endivia)	|	ncbi:125629	|	
Cichorium endivia subsp. pumilum	|	1085088	|	synonym	|	Cichorium endivia subsp. pumilum (synonym for Cichorium pumilum)	|	ncbi:114281	|	
Cichorium intybus var. foliosum	|	692350	|	synonym	|	Cichorium intybus var. foliosum (synonym for Cichorium intybus)	|	ncbi:13427	|	
Cichorium intybus var. sativum	|	692350	|	synonym	|	Cichorium intybus var. sativum (synonym for Cichorium intybus)	|	ncbi:13427,gbif:8270537	|	
Cychorium intybus	|	692350	|	misspelling	|	Cychorium intybus (synonym for Cichorium intybus)	|	ncbi:13427	|	
Puna chicory	|	692350	|	includes	|	Puna chicory (synonym for Cichorium intybus)	|	ncbi:13427	|	
? sativum Bisch.	|	692350	|	synonym	|	? sativum Bisch. (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus var. indivisum	|	692350	|	heterotypic synonym	|	Cichorium intybus var. indivisum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium divaricatum	|	692350	|	homotypic synonym	|	Cichorium divaricatum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium illyricum	|	692350	|	synonym	|	Cichorium illyricum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus var. silvestre	|	692350	|	synonym	|	Cichorium intybus var. silvestre (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium officinale	|	692350	|	homotypic synonym	|	Cichorium officinale (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus subsp. illyricum	|	692350	|	synonym	|	Cichorium intybus subsp. illyricum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus var. radicosum	|	692350	|	heterotypic synonym	|	Cichorium intybus var. radicosum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium casnia	|	692350	|	synonym	|	Cichorium casnia (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium perenne	|	692350	|	homotypic synonym	|	Cichorium perenne (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium balearicum	|	692350	|	heterotypic synonym	|	Cichorium balearicum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium hirsutum	|	692350	|	heterotypic synonym	|	Cichorium hirsutum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium byzantinum	|	692350	|	heterotypic synonym	|	Cichorium byzantinum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium sylvestre	|	692350	|	heterotypic synonym	|	Cichorium sylvestre (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium cosnia	|	692350	|	synonym	|	Cichorium cosnia (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium glaucum	|	692350	|	heterotypic synonym	|	Cichorium glaucum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium rigidum	|	692350	|	homotypic synonym	|	Cichorium rigidum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus f. rubicunda	|	692350	|	synonym	|	Cichorium intybus f. rubicunda (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus f. alba	|	692350	|	synonym	|	Cichorium intybus f. alba (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus subsp. sativum	|	692350	|	heterotypic synonym	|	Cichorium intybus subsp. sativum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus f. sylvestre	|	692350	|	heterotypic synonym	|	Cichorium intybus f. sylvestre (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus subsp. balearicum	|	692350	|	synonym	|	Cichorium intybus subsp. balearicum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus f. crispum	|	692350	|	synonym	|	Cichorium intybus f. crispum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus var. longipes	|	692350	|	synonym	|	Cichorium intybus var. longipes (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus var. callosum	|	692350	|	synonym	|	Cichorium intybus var. callosum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus var. intybus	|	692350	|	synonym	|	Cichorium intybus var. intybus (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus var. genuina	|	692350	|	synonym	|	Cichorium intybus var. genuina (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus var. glabrum	|	692350	|	synonym	|	Cichorium intybus var. glabrum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus subsp. glaucum	|	692350	|	heterotypic synonym	|	Cichorium intybus subsp. glaucum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus f. intybus	|	692350	|	synonym	|	Cichorium intybus f. intybus (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus f. sativum	|	692350	|	heterotypic synonym	|	Cichorium intybus f. sativum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus var. eglandulosum	|	692350	|	heterotypic synonym	|	Cichorium intybus var. eglandulosum (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium intybus subsp. sylvestre	|	692350	|	heterotypic synonym	|	Cichorium intybus subsp. sylvestre (synonym for Cichorium intybus)	|	gbif:8270537	|	
Cichorium illyricum borb	|	692350	|	synonym	|	Cichorium illyricum borb (synonym for Cichorium intybus)	|	gbif:8270537	|	
Tolpis staticifolia	|	864478	|	synonym	|	Tolpis staticifolia (synonym for Chlorocrepis staticifolia)	|	ncbi:122554	|	
Urosperrmum picroides	|	747021	|	misspelling	|	Urosperrmum picroides (synonym for Urospermum picroides)	|	ncbi:268113	|	
Tragopogon dalechampii	|	864474	|	synonym	|	Tragopogon dalechampii (synonym for Urospermum dalechampii)	|	ncbi:122557	|	
Picris capuligera	|	515825	|	misspelling	|	Picris capuligera (synonym for Picris cupuligera)	|	ncbi:379637	|	
Picris rhagodioloides	|	96838	|	misspelling	|	Picris rhagodioloides (synonym for Picris rhagadioloides)	|	ncbi:379641	|	
Picris aspera	|	96838	|	heterotypic synonym	|	Picris aspera (synonym for Picris rhagadioloides)	|	gbif:8245696	|	
Medicusia aspera	|	96838	|	homotypic synonym	|	Medicusia aspera (synonym for Picris rhagadioloides)	|	gbif:8245696	|	
Picris laxa	|	96838	|	heterotypic synonym	|	Picris laxa (synonym for Picris rhagadioloides)	|	gbif:8245696	|	
Crepis rhagadioloides	|	96838	|	homotypic synonym	|	Crepis rhagadioloides (synonym for Picris rhagadioloides)	|	gbif:8245696	|	
Picris integrifolia	|	96838	|	heterotypic synonym	|	Picris integrifolia (synonym for Picris rhagadioloides)	|	gbif:8245696	|	
Picris altissima	|	96838	|	misapplied	|	Picris altissima (synonym for Picris rhagadioloides)	|	gbif:8245696	|	
Choeroseris rhagadioloides	|	96838	|	homotypic synonym	|	Choeroseris rhagadioloides (synonym for Picris rhagadioloides)	|	gbif:8245696	|	
Picris scabra subsp. abyssinica	|	515837	|	synonym	|	Picris scabra subsp. abyssinica (synonym for Picris abyssinica)	|	ncbi:379633	|	
Picris hieracioides subsp. morrisonensis	|	135119	|	synonym	|	Picris hieracioides subsp. morrisonensis (synonym for Picris morrisonensis)	|	ncbi:415509	|	
Picris burbidgei	|	480607	|	synonym	|	Picris burbidgei (synonym for Picris burbidgeae)	|	ncbi:493365	|	
Hagioseris galilaea	|	3896745	|	synonym	|	Hagioseris galilaea (synonym for Picris galilaea)	|	ncbi:1462690	|	
Picris galilea	|	3896745	|	misspelling	|	Picris galilea (synonym for Picris galilaea)	|	ncbi:1462690	|	
Picris galileae	|	3896745	|	synonym	|	Picris galileae (synonym for Picris galilaea)	|	ncbi:1462690	|	
Prenanthes roanensis	|	1016065	|	synonym	|	Prenanthes roanensis (synonym for Nabalus roanensis)	|	ncbi:883026	|	
Prenanthes tatarinovi	|	1096831	|	synonym	|	Prenanthes tatarinovi (synonym for Nabalus tatarinowii)	|	ncbi:648874	|	
Prenanthes tatarinowii	|	1096831	|	synonym	|	Prenanthes tatarinowii (synonym for Nabalus tatarinowii)	|	ncbi:648874	|	
Prenanthes tatariowii	|	1096831	|	misspelling	|	Prenanthes tatariowii (synonym for Nabalus tatarinowii)	|	ncbi:648874	|	
Prenanthes boottii	|	1016069	|	synonym	|	Prenanthes boottii (synonym for Nabalus boottii)	|	ncbi:883021	|	
Prenanthes trifoliolata	|	1016043	|	synonym	|	Prenanthes trifoliolata (synonym for Nabalus trifoliolatus)	|	ncbi:883029	|	
Prenanthes trifoliolatus	|	1016043	|	synonym	|	Prenanthes trifoliolatus (synonym for Nabalus trifoliolatus)	|	ncbi:883029	|	
Prenanthes altissima	|	475547	|	synonym	|	Prenanthes altissima (synonym for Nabalus altissimus)	|	ncbi:43202	|	
Prenanthes aspera	|	439497	|	synonym	|	Prenanthes aspera (synonym for Nabalus asper)	|	ncbi:883018	|	
Nabalus sagitattus	|	1016060	|	misspelling	|	Nabalus sagitattus (synonym for Nabalus sagittatus)	|	ncbi:883027	|	
Prenanthes sagittata	|	1016060	|	synonym	|	Prenanthes sagittata (synonym for Nabalus sagittatus)	|	ncbi:883027	|	
Prenanthes crepidinea	|	1016077	|	synonym	|	Prenanthes crepidinea (synonym for Nabalus crepidineus)	|	ncbi:883023	|	
Prenanthes carrii	|	1016081	|	synonym	|	Prenanthes carrii (synonym for Nabalus carrii)	|	ncbi:883022	|	
Prenanthes cylindrica	|	1016056	|	synonym	|	Prenanthes cylindrica (synonym for Nabalus cylindricus)	|	ncbi:883024	|	
Nabalus fraseri var. barbatus	|	1016073	|	synonym	|	Nabalus fraseri var. barbatus (synonym for Nabalus barbatus)	|	ncbi:883020	|	
Prenanthes alba	|	439520	|	synonym	|	Prenanthes alba (synonym for Nabalus albus)	|	ncbi:883017	|	
Prenanthes serpentaria	|	1016047	|	synonym	|	Prenanthes serpentaria (synonym for Nabalus serpentarius)	|	ncbi:883028	|	
Prenanthes autumnalis	|	439501	|	synonym	|	Prenanthes autumnalis (synonym for Nabalus autumnalis)	|	ncbi:883019	|	
Prenanthes racemosa	|	1016052	|	synonym	|	Prenanthes racemosa (synonym for Nabalus racemosus)	|	ncbi:883025	|	
Prenanthes alata	|	439516	|	synonym	|	Prenanthes alata (synonym for Nabalus alatus)	|	ncbi:883016	|	
Leontodon longirrostris	|	613979	|	synonym	|	Leontodon longirrostris (synonym for Leontodon longirostris)	|	ncbi:379114	|	
Leontodon sp. MM-2015a	|	9004901	|	includes	|	Leontodon sp. MM-2015a (synonym for Leontodon hochstetteri)	|	ncbi:1639343	|	
Microderis umbellata	|	9004901	|	synonym	|	Microderis umbellata (synonym for Leontodon hochstetteri)	|	ncbi:1639343	|	
Leontodon x carreiroi	|	9004899	|	synonym	|	Leontodon x carreiroi (synonym for Leontodon carreiroi)	|	ncbi:1638921	|	
Leontodon saxatilis x Leontodon hochstetteri	|	9004908	|	synonym	|	Leontodon saxatilis x Leontodon hochstetteri (synonym for Leontodon x friasi)	|	ncbi:1639344	|	
Leontodon sp. MM-2015b	|	9004908	|	includes	|	Leontodon sp. MM-2015b (synonym for Leontodon x friasi)	|	ncbi:1639344	|	
Leontodon crispus subsp. asperrimus	|	566382	|	synonym	|	Leontodon crispus subsp. asperrimus (synonym for Leontodon asperrimus)	|	ncbi:379619	|	
Leontodon kulczynskii	|	1042245	|	synonym	|	Leontodon kulczynskii (synonym for Leontodon kulczinskii)	|	ncbi:379625	|	
Hedypnois cretica	|	621442	|	synonym	|	Hedypnois cretica (synonym for Hedypnois rhagadioloides)	|	ncbi:268036	|	
Leontodon autumnalis	|	220789	|	synonym	|	Leontodon autumnalis (synonym for Scorzoneroides autumnalis)	|	ncbi:212686	|	
Leontodon crispus subsp. bourgaeanus	|	1042248	|	synonym	|	Leontodon crispus subsp. bourgaeanus (synonym for Scorzoneroides garnironii)	|	ncbi:379624	|	
Leontodon farinosus	|	1042248	|	synonym	|	Leontodon farinosus (synonym for Scorzoneroides garnironii)	|	ncbi:379624	|	
Leontodon cichoraceus	|	613965	|	synonym	|	Leontodon cichoraceus (synonym for Scorzoneroides cichoriacea)	|	ncbi:379119	|	
Leontodon cichoriaceus	|	613965	|	synonym	|	Leontodon cichoriaceus (synonym for Scorzoneroides cichoriacea)	|	ncbi:379119,gbif:7792521	|	
Scorzoneroides cichoracea	|	613965	|	misspelling	|	Scorzoneroides cichoracea (synonym for Scorzoneroides cichoriacea)	|	ncbi:379119	|	
Leontodon montanus	|	613984	|	synonym	|	Leontodon montanus (synonym for Scorzoneroides montana)	|	ncbi:379116	|	
Leontodon palisiae	|	566372	|	synonym	|	Leontodon palisiae (synonym for Scorzoneroides palisiae)	|	ncbi:379617	|	
Leontodon carpetanus subsp. nevadensis	|	613971	|	synonym	|	Leontodon carpetanus subsp. nevadensis (synonym for Scorzoneroides nevadensis)	|	ncbi:379118	|	
Leontodon nevadensis	|	613971	|	synonym	|	Leontodon nevadensis (synonym for Scorzoneroides nevadensis)	|	ncbi:379118	|	
Leontodon muelleri	|	1019826	|	synonym	|	Leontodon muelleri (synonym for Scorzoneroides muelleri)	|	ncbi:268081	|	
Leontodon helveticus	|	220816	|	synonym	|	Leontodon helveticus (synonym for Scorzoneroides helvetica)	|	ncbi:212688,gbif:3133515	|	
Leontodon helviticus	|	220816	|	synonym	|	Leontodon helviticus (synonym for Scorzoneroides helvetica)	|	ncbi:212688	|	
Leontodon pyrenaicus subsp. helveticus	|	220816	|	proparte synonym	|	Leontodon pyrenaicus subsp. helveticus (synonym for Scorzoneroides helvetica)	|	gbif:3133515	|	
Leontodon microcephalus	|	1042238	|	synonym	|	Leontodon microcephalus (synonym for Scorzoneroides microcephala)	|	ncbi:379627	|	
Leontodon duboisii	|	1042222	|	synonym	|	Leontodon duboisii (synonym for Scorzoneroides duboisii)	|	ncbi:379623	|	
Leontodon montaniformis	|	1042214	|	synonym	|	Leontodon montaniformis (synonym for Scorzoneroides montaniformis)	|	ncbi:379628	|	
Leontodon montanus subsp. montaniformis	|	1042214	|	synonym	|	Leontodon montanus subsp. montaniformis (synonym for Scorzoneroides montaniformis)	|	ncbi:379628	|	
Leontodon laciniatus	|	757794	|	synonym	|	Leontodon laciniatus (synonym for Scorzoneroides laciniata)	|	ncbi:379626	|	
Leontodon croceus subsp. rilaensis	|	515829	|	synonym	|	Leontodon croceus subsp. rilaensis (synonym for Scorzoneroides rilaensis)	|	ncbi:379631	|	
Leontodon rilaensis	|	515829	|	synonym	|	Leontodon rilaensis (synonym for Scorzoneroides rilaensis)	|	ncbi:379631	|	
Leontodon croceus	|	1042226	|	synonym	|	Leontodon croceus (synonym for Scorzoneroides crocea)	|	ncbi:379622	|	
Leontodon carpetanus	|	613994	|	synonym	|	Leontodon carpetanus (synonym for Scorzoneroides carpetana)	|	ncbi:379112	|	
Leontodon cantabricus	|	1042230	|	synonym	|	Leontodon cantabricus (synonym for Scorzoneroides cantabrica)	|	ncbi:379621,gbif:3133522	|	
Leontodon pyrenaicus subsp. cantabricus	|	1042230	|	synonym	|	Leontodon pyrenaicus subsp. cantabricus (synonym for Scorzoneroides cantabrica)	|	ncbi:379621,gbif:3133522	|	
Leontodon pyrenaicus subsp. herminicus	|	1042230	|	heterotypic synonym	|	Leontodon pyrenaicus subsp. herminicus (synonym for Scorzoneroides cantabrica)	|	gbif:3133522	|	
Leontodon pyrenaicus	|	1042210	|	synonym	|	Leontodon pyrenaicus (synonym for Scorzoneroides pyrenaica)	|	ncbi:379629	|	
Hypochaeris stenocephala var. integrifolia	|	401840	|	heterotypic synonym	|	Hypochaeris stenocephala var. integrifolia (synonym for Hypochaeris taraxacoides)	|	gbif:8429172	|	
Hypochaeris stenophylla var. integrifolia	|	401840	|	synonym	|	Hypochaeris stenophylla var. integrifolia (synonym for Hypochaeris taraxacoides)	|	gbif:8429172	|	
Oreophila taraxacifolia	|	401840	|	homotypic synonym	|	Oreophila taraxacifolia (synonym for Hypochaeris taraxacoides)	|	gbif:8429172	|	
Hypochaeris stenocephala var. taraxacoides	|	401840	|	synonym	|	Hypochaeris stenocephala var. taraxacoides (synonym for Hypochaeris taraxacoides)	|	gbif:8429172	|	
Achyrophorus stenocephalus	|	401840	|	homotypic synonym	|	Achyrophorus stenocephalus (synonym for Hypochaeris taraxacoides)	|	gbif:8429172	|	
Hypochaeris taraxicoides	|	401840	|	synonym	|	Hypochaeris taraxicoides (synonym for Hypochaeris taraxacoides)	|	gbif:8429172	|	
Hypochaeris stenocephala	|	401840	|	homotypic synonym	|	Hypochaeris stenocephala (synonym for Hypochaeris taraxacoides)	|	gbif:8429172	|	
Achyrophorus taraxacoides	|	401840	|	homotypic synonym	|	Achyrophorus taraxacoides (synonym for Hypochaeris taraxacoides)	|	gbif:8429172	|	
Achyrophorus taraxacifolius	|	401840	|	synonym	|	Achyrophorus taraxacifolius (synonym for Hypochaeris taraxacoides)	|	gbif:8429172	|	
Hypochaeris urens	|	914608	|	heterotypic synonym	|	Hypochaeris urens (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Hypochaeris macrorhiza	|	914608	|	heterotypic synonym	|	Hypochaeris macrorhiza (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Achyrophorus discolor	|	914608	|	heterotypic synonym	|	Achyrophorus discolor (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Hypochaeris corsica	|	914608	|	heterotypic synonym	|	Hypochaeris corsica (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Hypochaeris pinnatifida	|	914608	|	homotypic synonym	|	Hypochaeris pinnatifida (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Metabasis neapolitana	|	914608	|	heterotypic synonym	|	Metabasis neapolitana (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Metabasis cretensis	|	914608	|	homotypic synonym	|	Metabasis cretensis (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Fabera hispida	|	914608	|	synonym	|	Fabera hispida (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Fabera cretensis	|	914608	|	synonym	|	Fabera cretensis (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Seriola cretensis	|	914608	|	homotypic synonym	|	Seriola cretensis (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Robertia pinnatifida	|	914608	|	heterotypic synonym	|	Robertia pinnatifida (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Seriola urens	|	914608	|	heterotypic synonym	|	Seriola urens (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Baldingeria urens	|	914608	|	synonym	|	Baldingeria urens (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Hypochaeris sardoa	|	914608	|	heterotypic synonym	|	Hypochaeris sardoa (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Hypochaeris cretensis subsp. pinnatifida	|	914608	|	heterotypic synonym	|	Hypochaeris cretensis subsp. pinnatifida (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Hypochaeris cretensis subsp. hispida	|	914608	|	synonym	|	Hypochaeris cretensis subsp. hispida (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Hypochaeris cretensis subsp. cretensis	|	914608	|	synonym	|	Hypochaeris cretensis subsp. cretensis (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Achyrophorus serioloides	|	914608	|	heterotypic synonym	|	Achyrophorus serioloides (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Achyrophorus oxydontus	|	914608	|	heterotypic synonym	|	Achyrophorus oxydontus (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Achyrophorus hispidus	|	914608	|	heterotypic synonym	|	Achyrophorus hispidus (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
Hypochaeris sicula	|	914608	|	heterotypic synonym	|	Hypochaeris sicula (synonym for Hypochaeris cretensis)	|	gbif:7445674	|	
